full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push,commits_per_contributor,has_readme,age_years,activity
Vivify-Ideas/nestjs-boilerplate,https://github.com/Vivify-Ideas/nestjs-boilerplate,647,92,4,6,49,0,0,4211,5,1,TypeScript,2784,5,8.2,1,7.6,active
lkurzyniec/netcore-boilerplate,https://github.com/lkurzyniec/netcore-boilerplate,551,109,1,8,793,26,1,20162,4,1,C#,2427,6,99.1,1,6.6,active
behnamrhp/Next-clean-boilerplate,https://github.com/behnamrhp/Next-clean-boilerplate,46,6,3,1,101,0,1,6258,0,1,TypeScript,448,6,101.0,1,1.2,active
NishargShah/nextjs-fullstack-typescript-boilerplate,https://github.com/NishargShah/nextjs-fullstack-typescript-boilerplate,46,12,1,3,286,0,0,875,3,0,TypeScript,493,6,95.3,1,1.4,active
vyancharuk/nodejs-api-boilerplate,https://github.com/vyancharuk/nodejs-api-boilerplate,161,18,5,2,92,0,0,8227,12,1,TypeScript,2222,6,46.0,1,6.1,active
ixartz/Next-js-Boilerplate,https://github.com/ixartz/Next-js-Boilerplate,12958,2383,4,36,1729,168,1,35352,20,1,TypeScript,2136,6,48.0,1,5.9,active
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57464,12297,30,249,2623,34,1,5592,7,1,JavaScript,5969,6,10.5,1,16.4,active
ixartz/SaaS-Boilerplate,https://github.com/ixartz/SaaS-Boilerplate,7131,1309,3,10,169,18,1,31734,20,1,TypeScript,790,7,16.9,1,2.2,active
kiyohken2000/ReactNative-Expo-Firebase-Boilerplate-v2,https://github.com/kiyohken2000/ReactNative-Expo-Firebase-Boilerplate-v2,113,30,0,3,104,0,1,11955,3,1,JavaScript,1733,7,34.7,1,4.7,active
GaryJones/plugin-boilerplate,https://github.com/GaryJones/plugin-boilerplate,92,11,1,4,221,0,1,1907,0,1,PHP,4141,7,55.2,1,11.3,active
ChristianLempa/boilerplates-library,https://github.com/ChristianLempa/boilerplates-library,94,8,4,3,121,0,1,3268,9,1,Shell,52,7,40.3,1,0.1,active
innei-template/nextjs-boilerplate,https://github.com/innei-template/nextjs-boilerplate,27,2,7,2,5,0,0,422,0,0,TypeScript,899,7,2.5,1,2.5,active
watergis/sveltekit-maplibre-boilerplate,https://github.com/watergis/sveltekit-maplibre-boilerplate,36,3,11,2,409,0,1,1323,4,1,TypeScript,1503,0,204.5,1,4.1,active
msanvarov/nest-rest-typeorm-boilerplate,https://github.com/msanvarov/nest-rest-typeorm-boilerplate,154,29,1,3,1152,0,1,8343,10,1,TypeScript,2445,7,384.0,1,6.7,active
msanvarov/nest-rest-mongo-boilerplate,https://github.com/msanvarov/nest-rest-mongo-boilerplate,301,45,3,3,1326,0,1,8728,10,1,TypeScript,2503,7,442.0,1,6.9,active
Source2ZE/cs_script_boilerplate,https://github.com/Source2ZE/cs_script_boilerplate,24,2,0,1,25,0,0,792,0,1,TypeScript,252,7,25.0,1,0.7,active
LedgerHQ/app-boilerplate-rust,https://github.com/LedgerHQ/app-boilerplate-rust,52,52,5,22,357,1,1,7442,0,1,Rust,2089,0,16.2,1,5.7,active
salmanshahriar/Nextjs-Elite-Boilerplate,https://github.com/salmanshahriar/Nextjs-Elite-Boilerplate,79,18,0,1,93,0,1,18897,6,1,TypeScript,199,8,93.0,1,0.5,active
TheAlisher/Boilerplate-Android,https://github.com/TheAlisher/Boilerplate-Android,100,12,2,1,1968,0,0,1683,4,1,Kotlin,1929,9,1968.0,1,5.3,active
WPBP/WordPress-Plugin-Boilerplate-Powered,https://github.com/WPBP/WordPress-Plugin-Boilerplate-Powered,842,123,10,17,790,36,1,8379,5,1,PHP,4355,9,46.5,1,11.9,active
jmcgaha/craft-boilerplate,https://github.com/jmcgaha/craft-boilerplate,26,3,2,1,252,0,0,9608,3,1,Shell,2427,9,252.0,1,6.6,active
basher/Web-UI-Boilerplate,https://github.com/basher/Web-UI-Boilerplate,70,4,0,1,907,162,1,3787,0,1,JavaScript,1123,9,907.0,1,3.1,active
peaceiris/mkdocs-material-boilerplate,https://github.com/peaceiris/mkdocs-material-boilerplate,130,61,19,5,709,124,1,2544,11,1,Python,2680,9,141.8,1,7.3,active
danurbanowicz/eleventy-netlify-boilerplate,https://github.com/danurbanowicz/eleventy-netlify-boilerplate,543,193,1,7,265,0,0,5742,10,1,Nunjucks,2866,10,37.9,1,7.9,active
yusufalitangoz/nuxt-4-shadcn-boilerplate,https://github.com/yusufalitangoz/nuxt-4-shadcn-boilerplate,24,4,0,2,377,0,0,4861,8,1,Vue,705,10,188.5,1,1.9,active
NarHakobyan/awesome-nest-boilerplate,https://github.com/NarHakobyan/awesome-nest-boilerplate,2791,513,1,21,452,3,1,5338,0,1,TypeScript,2647,10,21.5,1,7.3,active
webdriverio/jasmine-boilerplate,https://github.com/webdriverio/jasmine-boilerplate,54,46,0,8,1224,0,1,908,7,1,TypeScript,3197,10,153.0,1,8.8,active
vndevteam/nestjs-boilerplate,https://github.com/vndevteam/nestjs-boilerplate,300,81,26,5,245,15,1,5348,20,1,TypeScript,722,0,49.0,1,2.0,active
choisohyun/react-vite-ts-boilerplate,https://github.com/choisohyun/react-vite-ts-boilerplate,125,14,16,3,293,6,1,3320,10,0,TypeScript,1552,1,97.7,1,4.3,active
marcosrjjunior/hono-boilerplate,https://github.com/marcosrjjunior/hono-boilerplate,72,4,0,1,144,21,1,7454,9,0,TypeScript,969,11,144.0,1,2.7,active
diegoclair/go_boilerplate,https://github.com/diegoclair/go_boilerplate,33,1,0,1,397,0,1,10373,11,1,Go,1706,12,397.0,1,4.7,active
ChristianLempa/boilerplates,https://github.com/ChristianLempa/boilerplates,7774,1827,9,31,2797,15,1,5257,9,1,Python,1813,12,90.2,1,5.0,active
var1914/mlops-boilerplate,https://github.com/var1914/mlops-boilerplate,21,6,0,1,67,0,0,23737,0,1,Python,297,12,67.0,1,0.8,active
locomotivemtl/astro-boilerplate,https://github.com/locomotivemtl/astro-boilerplate,61,19,26,8,132,0,0,2796,2,1,TypeScript,724,13,16.5,1,2.0,active
plotly/dash-component-boilerplate,https://github.com/plotly/dash-component-boilerplate,293,196,54,31,272,0,1,4652,3,0,Python,2857,15,8.8,1,7.8,active
hadrysm/nextjs-boilerplate,https://github.com/hadrysm/nextjs-boilerplate,224,37,10,2,1055,0,1,2801,16,1,TypeScript,1456,7,527.5,1,4.0,active
rpuls/payload-3-boilerplate,https://github.com/rpuls/payload-3-boilerplate,32,24,0,2,38,0,0,5712,5,0,TypeScript,549,15,19.0,1,1.5,active
saheeranas/react-native-redux-boilerplate,https://github.com/saheeranas/react-native-redux-boilerplate,110,32,0,3,420,0,0,1561,20,1,TypeScript,2648,16,140.0,1,7.3,active
dgarcia360/openapi-boilerplate,https://github.com/dgarcia360/openapi-boilerplate,396,87,10,3,139,1,1,4534,5,1,unknown,2302,0,46.3,1,6.3,active
sbt/sbt-boilerplate,https://github.com/sbt/sbt-boilerplate,111,20,7,11,202,2,1,4375,4,1,Scala,4979,16,18.4,1,13.6,active
0xb4lamx/nestjs-boilerplate-microservice,https://github.com/0xb4lamx/nestjs-boilerplate-microservice,630,79,31,6,438,1,0,4571,12,1,TypeScript,2464,0,73.0,1,6.8,active
goldstack/nextjs-bootstrap-boilerplate,https://github.com/goldstack/nextjs-bootstrap-boilerplate,22,18,0,2,509,0,1,8327,7,0,CSS,1564,17,254.5,1,4.3,active
artursopelnik/stencil-storybook-boilerplate,https://github.com/artursopelnik/stencil-storybook-boilerplate,25,3,0,3,105,0,1,4417,9,1,JavaScript,592,18,35.0,1,1.6,active
saimaanliikenne/astro-blog-starter-template,https://github.com/saimaanliikenne/astro-blog-starter-template,0,0,0,1,411,0,0,3162,0,0,Astro,128,0,411.0,1,0.4,active
kido-luci/flutter-starter-template,https://github.com/kido-luci/flutter-starter-template,8,3,1,2,172,0,1,25702,4,1,Dart,3,0,86.0,1,0.0,active
vosslab/starter-repo-template,https://github.com/vosslab/starter-repo-template,1,0,0,1,104,0,0,2977,0,0,Python,104,0,104.0,1,0.3,active
sebasciacca-cyber/astro-blog-starter-template,https://github.com/sebasciacca-cyber/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
robertsima/spring-boot-starter-template,https://github.com/robertsima/spring-boot-starter-template,0,0,0,1,7,0,0,1680,0,1,Java,0,0,7.0,1,0.0,active
OwlBeDesigns/astro-blog-starter-template,https://github.com/OwlBeDesigns/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
4ghmffw85v-art/astro-blog-starter-template,https://github.com/4ghmffw85v-art/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
toddwashere/superpowers-starter-template-nextjs,https://github.com/toddwashere/superpowers-starter-template-nextjs,1,0,1,1,516,0,1,9296,0,0,TypeScript,23,0,516.0,1,0.1,active
Thompson-Software/next-starter-template,https://github.com/Thompson-Software/next-starter-template,0,0,0,1,2,0,0,2719,0,0,TypeScript,0,0,2.0,1,0.0,active
justlog-solutions/next-starter-template,https://github.com/justlog-solutions/next-starter-template,0,0,0,0,1,0,0,2719,0,0,TypeScript,0,0,1.0,1,0.0,active
crossdaz/astro-blog-starter-template,https://github.com/crossdaz/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
pedrorosemberg-si-fiemg/react-router-starter-template,https://github.com/pedrorosemberg-si-fiemg/react-router-starter-template,0,0,0,2,2,0,0,31,0,0,unknown,0,0,1.0,1,0.0,active
kerem4-ctrl/django-rest-framework-starter-template,https://github.com/kerem4-ctrl/django-rest-framework-starter-template,0,0,0,2,33,0,0,5451,15,0,Python,105,0,16.5,1,0.3,active
afzalansari2910/nextjs-starter-template,https://github.com/afzalansari2910/nextjs-starter-template,3,0,0,1,6,0,0,340,20,0,unknown,290,0,6.0,1,0.8,active
Guramirez/nestjs-starter-api-template,https://github.com/Guramirez/nestjs-starter-api-template,0,1,0,2,8,0,0,5124,20,1,TypeScript,1200,0,4.0,1,3.3,active
LucasAnd1/nestjs-microservices-starter-template,https://github.com/LucasAnd1/nestjs-microservices-starter-template,1,0,0,2,7,0,0,5537,10,1,TypeScript,945,0,3.5,1,2.6,active
S24-MECHTECH/astro-blog-starter-template,https://github.com/S24-MECHTECH/astro-blog-starter-template,0,0,0,1,1593,0,1,3162,0,0,Astro,90,0,1593.0,1,0.2,active
kc0507/astro-blog-starter-template,https://github.com/kc0507/astro-blog-starter-template,0,0,0,2,2,0,0,29,0,0,unknown,0,0,1.0,1,0.0,active
Priyansh-Shakya/Flutter_Starter_Template,https://github.com/Priyansh-Shakya/Flutter_Starter_Template,0,0,0,1,9,0,0,4157,0,0,C++,18,0,9.0,1,0.0,active
rizkiameli/blog-starter-template,https://github.com/rizkiameli/blog-starter-template,0,0,0,2,16,0,0,5211,18,1,TypeScript,697,0,8.0,1,1.9,active
DRACOSFN/Turborepo-Fullstack-Starter-Template,https://github.com/DRACOSFN/Turborepo-Fullstack-Starter-Template,0,0,0,2,8,0,0,5170,18,1,TypeScript,186,0,4.0,1,0.5,active
Charlesnjamanjuguna/ai-chat-assistant-with-python-langchain-starter-template,https://github.com/Charlesnjamanjuguna/ai-chat-assistant-with-python-langchain-starter-template,0,0,0,1,5,0,0,3716,9,0,HTML,1377,0,5.0,1,3.8,active
bvuz/Django-Multi-Tenant-SaaS-Starter-Template,https://github.com/bvuz/Django-Multi-Tenant-SaaS-Starter-Template,4,0,0,2,10,0,0,4842,13,1,Python,209,0,5.0,1,0.6,active
wdhunter645/next-starter-template,https://github.com/wdhunter645/next-starter-template,0,0,91,3,1449,12,1,1631,1,1,TypeScript,226,0,483.0,1,0.6,active
H4ck3rmrx/nextjs-saas-starter-template,https://github.com/H4ck3rmrx/nextjs-saas-starter-template,2,0,0,2,7,0,0,5037,16,1,TypeScript,744,0,3.5,1,2.0,active
Saisumanthklv/weapp-starter-template,https://github.com/Saisumanthklv/weapp-starter-template,1,0,0,2,8,0,0,4534,11,1,JavaScript,236,0,4.0,1,0.6,active
cyberaware10/astro-blog-starter-template,https://github.com/cyberaware10/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
slaph47/astro-blog-starter-template,https://github.com/slaph47/astro-blog-starter-template,0,0,0,1,7,0,0,3038,0,0,Astro,351,0,7.0,1,1.0,active
marofy1991-commits/astro-blog-starter-template,https://github.com/marofy1991-commits/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
huytower/flutter-get-starter-template,https://github.com/huytower/flutter-get-starter-template,1,0,0,3,130,0,1,12691,0,0,Dart,614,0,43.3,1,1.7,active
tenSunFree/starter-template-refined-kmp,https://github.com/tenSunFree/starter-template-refined-kmp,0,0,0,1,31,0,1,7310,0,0,Kotlin,34,0,31.0,1,0.1,active
zhouzhanhong1985-ops/workflows-starter-template,https://github.com/zhouzhanhong1985-ops/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
fedepienzi-hue/workflows-starter-template,https://github.com/fedepienzi-hue/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
rmarquina1/astro-blog-starter-template,https://github.com/rmarquina1/astro-blog-starter-template,0,0,0,1,2,0,0,3162,0,0,Astro,96,0,2.0,1,0.3,active
hfst99/astro-blog-starter-template,https://github.com/hfst99/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
rozenmd/astro-blog-starter-template9,https://github.com/rozenmd/astro-blog-starter-template9,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
rozenmd/astro-blog-starter-template8,https://github.com/rozenmd/astro-blog-starter-template8,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
rozenmd/astro-blog-starter-template7,https://github.com/rozenmd/astro-blog-starter-template7,0,0,0,2,2,0,0,30,0,0,unknown,0,0,1.0,1,0.0,active
AgainQ/tanstack-starter-template,https://github.com/AgainQ/tanstack-starter-template,0,0,0,1,17,0,0,0,0,0,TypeScript,13,0,17.0,0,0.0,active
rozenmd/astro-blog-starter-template6,https://github.com/rozenmd/astro-blog-starter-template6,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
rozenmd/astro-blog-starter-template5,https://github.com/rozenmd/astro-blog-starter-template5,0,0,0,2,2,0,0,30,0,0,unknown,0,0,1.0,1,0.0,active
marimo-team/marimo-pixi-starter-template,https://github.com/marimo-team/marimo-pixi-starter-template,18,2,2,6,39,0,1,1351,0,1,Python,483,0,6.5,1,1.3,active
rozenmd/astro-blog-starter-template4,https://github.com/rozenmd/astro-blog-starter-template4,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
rozenmd/react-router-starter-template23,https://github.com/rozenmd/react-router-starter-template23,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active
kido-luci/flutter-starter-template-simple-backend,https://github.com/kido-luci/flutter-starter-template-simple-backend,0,0,0,1,3,0,0,2911,0,0,Go,0,0,3.0,1,0.0,active
eduardohenriquemoreiramendes09-ops/workflows-starter-template,https://github.com/eduardohenriquemoreiramendes09-ops/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
guofeng2015/workflows-starter-template,https://github.com/guofeng2015/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
fixiesixty/astro-blog-starter-template,https://github.com/fixiesixty/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
mzscrmcktp-prog/astro-blog-starter-template,https://github.com/mzscrmcktp-prog/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
stefanjaro/ai-coding-starter-template,https://github.com/stefanjaro/ai-coding-starter-template,0,0,0,1,10,0,0,4248,0,0,unknown,6,0,10.0,1,0.0,active
ziex-dev/template-starter,https://github.com/ziex-dev/template-starter,0,0,0,1,1,9,0,2540,1,1,Zig,69,0,1.0,1,0.2,active
kateroulstonmcclure-rgb/astro-blog-starter-template,https://github.com/kateroulstonmcclure-rgb/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
segara/astro-blog-starter-template,https://github.com/segara/astro-blog-starter-template,0,0,0,1,33,0,0,7336,0,1,Astro,165,0,33.0,1,0.5,active
iloveitaly/python-starter-template,https://github.com/iloveitaly/python-starter-template,44,7,7,6,2601,1,1,44996,8,1,Python,581,0,433.5,1,1.6,active
tranceoncom-prog/next-starter-template,https://github.com/tranceoncom-prog/next-starter-template,0,0,0,0,1,0,0,2719,0,0,TypeScript,0,0,1.0,1,0.0,active
IshimweJoliePrincesse/Restful_starter-template,https://github.com/IshimweJoliePrincesse/Restful_starter-template,0,0,0,1,2,0,0,7310,0,0,TypeScript,0,0,2.0,1,0.0,active
realriplab/astro-blog-starter-template,https://github.com/realriplab/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
xmaj2001/workflows-starter-template,https://github.com/xmaj2001/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
hexabot-ai/hexabot-template-starter,https://github.com/hexabot-ai/hexabot-template-starter,4,4,0,5,116,34,0,3346,19,0,TypeScript,579,0,23.2,1,1.6,active
IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,https://github.com/IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,0,0,0,1,1,0,0,0,0,0,Java,0,0,1.0,0,0.0,active
RedHatQuickCourses/course-starter-template,https://github.com/RedHatQuickCourses/course-starter-template,1,4,1,2,34,0,1,2018,2,0,CSS,660,0,17.0,1,1.8,active
yymwhuias-code/astro-blog-starter-template,https://github.com/yymwhuias-code/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
thisismyusername8/astro-blog-starter-template,https://github.com/thisismyusername8/astro-blog-starter-template,0,0,1,1,12,0,0,3162,0,0,Astro,51,0,12.0,1,0.1,active
mwandobo/spring-boot-starter-template,https://github.com/mwandobo/spring-boot-starter-template,0,0,0,1,118,0,0,0,0,0,Java,276,0,118.0,0,0.8,active
jigarmail705-debug/react-router-starter-template,https://github.com/jigarmail705-debug/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active
kouts/vue3-ts-vite-starter-template,https://github.com/kouts/vue3-ts-vite-starter-template,31,12,0,2,215,79,1,2092,12,1,TypeScript,1426,0,107.5,1,3.9,active
plbraindrain-maker/astro-blog-starter-template,https://github.com/plbraindrain-maker/astro-blog-starter-template,0,0,1,1,225,0,0,3162,0,0,Astro,71,0,225.0,1,0.2,active
piuk63240-tech/react-router-starter-template,https://github.com/piuk63240-tech/react-router-starter-template,1,0,0,1,2,0,0,2834,0,0,TypeScript,2,0,2.0,1,0.0,active
Eddydigi/astro-blog-starter-template,https://github.com/Eddydigi/astro-blog-starter-template,0,0,0,1,2,0,0,3162,0,0,Astro,1,0,2.0,1,0.0,active
nigechan-dev/astro-blog-starter-template,https://github.com/nigechan-dev/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
MinhIT97/astro-blog-starter-template,https://github.com/MinhIT97/astro-blog-starter-template,0,0,0,0,2,0,0,3162,0,0,Astro,0,0,2.0,1,0.0,active
Outfn/react-router-starter-template,https://github.com/Outfn/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active
yasasam02-maker/workflows-starter-template,https://github.com/yasasam02-maker/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
bredward127/astro-blog-starter-template1,https://github.com/bredward127/astro-blog-starter-template1,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
payon/react-router-starter-template,https://github.com/payon/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active
ziz155765-arch/workflows-starter-template,https://github.com/ziz155765-arch/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
plannetjoaquin-gif/react-router-starter-template,https://github.com/plannetjoaquin-gif/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0,1.0,1,0.0,active
suryashahi/workflows-starter-template,https://github.com/suryashahi/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0,1.0,1,0.0,active
bredward127/astro-blog-starter-template,https://github.com/bredward127/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
7836-7/astro-blog-starter-template,https://github.com/7836-7/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0,1.0,1,0.0,active
