full_name,url,stars,forks,open_issues,contributors,commits,releases,has_ci,readme_length,n_topics,has_license,language,age_days,days_since_push
S24-MECHTECH/astro-blog-starter-template,https://github.com/S24-MECHTECH/astro-blog-starter-template,0,0,0,1,1593,0,1,3162,0,0,Astro,90,0
kc0507/astro-blog-starter-template,https://github.com/kc0507/astro-blog-starter-template,0,0,0,2,2,0,0,29,0,0,unknown,0,0
Priyansh-Shakya/Flutter_Starter_Template,https://github.com/Priyansh-Shakya/Flutter_Starter_Template,0,0,0,1,9,0,0,4157,0,0,C++,18,0
rizkiameli/blog-starter-template,https://github.com/rizkiameli/blog-starter-template,0,0,0,2,16,0,0,5211,18,1,TypeScript,697,0
DRACOSFN/Turborepo-Fullstack-Starter-Template,https://github.com/DRACOSFN/Turborepo-Fullstack-Starter-Template,0,0,0,2,8,0,0,5170,18,1,TypeScript,186,0
Charlesnjamanjuguna/ai-chat-assistant-with-python-langchain-starter-template,https://github.com/Charlesnjamanjuguna/ai-chat-assistant-with-python-langchain-starter-template,0,0,0,1,5,0,0,3716,9,0,HTML,1377,0
bvuz/Django-Multi-Tenant-SaaS-Starter-Template,https://github.com/bvuz/Django-Multi-Tenant-SaaS-Starter-Template,4,0,0,2,10,0,0,4842,13,1,Python,209,0
wdhunter645/next-starter-template,https://github.com/wdhunter645/next-starter-template,0,0,91,3,1449,12,1,1631,1,1,TypeScript,226,0
H4ck3rmrx/nextjs-saas-starter-template,https://github.com/H4ck3rmrx/nextjs-saas-starter-template,2,0,0,2,7,0,0,5037,16,1,TypeScript,744,0
Saisumanthklv/weapp-starter-template,https://github.com/Saisumanthklv/weapp-starter-template,1,0,0,2,8,0,0,4534,11,1,JavaScript,236,0
cyberaware10/astro-blog-starter-template,https://github.com/cyberaware10/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
slaph47/astro-blog-starter-template,https://github.com/slaph47/astro-blog-starter-template,0,0,0,1,7,0,0,3038,0,0,Astro,351,0
marofy1991-commits/astro-blog-starter-template,https://github.com/marofy1991-commits/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
huytower/flutter-get-starter-template,https://github.com/huytower/flutter-get-starter-template,1,0,0,3,130,0,1,12691,0,0,Dart,614,0
tenSunFree/starter-template-refined-kmp,https://github.com/tenSunFree/starter-template-refined-kmp,0,0,0,1,31,0,1,7310,0,0,Kotlin,34,0
zhouzhanhong1985-ops/workflows-starter-template,https://github.com/zhouzhanhong1985-ops/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
fedepienzi-hue/workflows-starter-template,https://github.com/fedepienzi-hue/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
rmarquina1/astro-blog-starter-template,https://github.com/rmarquina1/astro-blog-starter-template,0,0,0,1,2,0,0,3162,0,0,Astro,96,0
hfst99/astro-blog-starter-template,https://github.com/hfst99/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
rozenmd/astro-blog-starter-template9,https://github.com/rozenmd/astro-blog-starter-template9,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
rozenmd/astro-blog-starter-template8,https://github.com/rozenmd/astro-blog-starter-template8,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
rozenmd/astro-blog-starter-template7,https://github.com/rozenmd/astro-blog-starter-template7,0,0,0,2,2,0,0,30,0,0,unknown,0,0
AgainQ/tanstack-starter-template,https://github.com/AgainQ/tanstack-starter-template,0,0,0,1,17,0,0,0,0,0,TypeScript,13,0
rozenmd/astro-blog-starter-template6,https://github.com/rozenmd/astro-blog-starter-template6,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
rozenmd/astro-blog-starter-template5,https://github.com/rozenmd/astro-blog-starter-template5,0,0,0,2,2,0,0,30,0,0,unknown,0,0
marimo-team/marimo-pixi-starter-template,https://github.com/marimo-team/marimo-pixi-starter-template,18,2,2,6,39,0,1,1351,0,1,Python,483,0
rozenmd/astro-blog-starter-template4,https://github.com/rozenmd/astro-blog-starter-template4,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
rozenmd/react-router-starter-template23,https://github.com/rozenmd/react-router-starter-template23,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0
kido-luci/flutter-starter-template-simple-backend,https://github.com/kido-luci/flutter-starter-template-simple-backend,0,0,0,1,3,0,0,2911,0,0,Go,0,0
eduardohenriquemoreiramendes09-ops/workflows-starter-template,https://github.com/eduardohenriquemoreiramendes09-ops/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
guofeng2015/workflows-starter-template,https://github.com/guofeng2015/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
fixiesixty/astro-blog-starter-template,https://github.com/fixiesixty/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
mzscrmcktp-prog/astro-blog-starter-template,https://github.com/mzscrmcktp-prog/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
stefanjaro/ai-coding-starter-template,https://github.com/stefanjaro/ai-coding-starter-template,0,0,0,1,10,0,0,4248,0,0,unknown,6,0
ziex-dev/template-starter,https://github.com/ziex-dev/template-starter,0,0,0,1,1,9,0,2540,1,1,Zig,69,0
kateroulstonmcclure-rgb/astro-blog-starter-template,https://github.com/kateroulstonmcclure-rgb/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
segara/astro-blog-starter-template,https://github.com/segara/astro-blog-starter-template,0,0,0,1,33,0,0,7336,0,1,Astro,165,0
iloveitaly/python-starter-template,https://github.com/iloveitaly/python-starter-template,44,7,7,6,2601,1,1,44996,8,1,Python,581,0
tranceoncom-prog/next-starter-template,https://github.com/tranceoncom-prog/next-starter-template,0,0,0,0,1,0,0,2719,0,0,TypeScript,0,0
IshimweJoliePrincesse/Restful_starter-template,https://github.com/IshimweJoliePrincesse/Restful_starter-template,0,0,0,1,2,0,0,7310,0,0,TypeScript,0,0
realriplab/astro-blog-starter-template,https://github.com/realriplab/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
xmaj2001/workflows-starter-template,https://github.com/xmaj2001/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
hexabot-ai/hexabot-template-starter,https://github.com/hexabot-ai/hexabot-template-starter,4,4,0,5,116,34,0,3346,19,0,TypeScript,579,0
IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,https://github.com/IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,0,0,0,1,1,0,0,0,0,0,Java,0,0
RedHatQuickCourses/course-starter-template,https://github.com/RedHatQuickCourses/course-starter-template,1,4,1,2,34,0,1,2018,2,0,CSS,660,0
yymwhuias-code/astro-blog-starter-template,https://github.com/yymwhuias-code/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
thisismyusername8/astro-blog-starter-template,https://github.com/thisismyusername8/astro-blog-starter-template,0,0,1,1,12,0,0,3162,0,0,Astro,51,0
mwandobo/spring-boot-starter-template,https://github.com/mwandobo/spring-boot-starter-template,0,0,0,1,118,0,0,0,0,0,Java,276,0
jigarmail705-debug/react-router-starter-template,https://github.com/jigarmail705-debug/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0
kouts/vue3-ts-vite-starter-template,https://github.com/kouts/vue3-ts-vite-starter-template,31,12,0,2,215,79,1,2092,12,1,TypeScript,1426,0
plbraindrain-maker/astro-blog-starter-template,https://github.com/plbraindrain-maker/astro-blog-starter-template,0,0,1,1,225,0,0,3162,0,0,Astro,71,0
piuk63240-tech/react-router-starter-template,https://github.com/piuk63240-tech/react-router-starter-template,1,0,0,1,2,0,0,2834,0,0,TypeScript,2,0
Eddydigi/astro-blog-starter-template,https://github.com/Eddydigi/astro-blog-starter-template,0,0,0,1,2,0,0,3162,0,0,Astro,1,0
nigechan-dev/astro-blog-starter-template,https://github.com/nigechan-dev/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
MinhIT97/astro-blog-starter-template,https://github.com/MinhIT97/astro-blog-starter-template,0,0,0,0,2,0,0,3162,0,0,Astro,0,0
Outfn/react-router-starter-template,https://github.com/Outfn/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0
yasasam02-maker/workflows-starter-template,https://github.com/yasasam02-maker/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
bredward127/astro-blog-starter-template1,https://github.com/bredward127/astro-blog-starter-template1,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
payon/react-router-starter-template,https://github.com/payon/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0
ziz155765-arch/workflows-starter-template,https://github.com/ziz155765-arch/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
plannetjoaquin-gif/react-router-starter-template,https://github.com/plannetjoaquin-gif/react-router-starter-template,0,0,0,0,1,0,0,2834,0,0,TypeScript,0,0
suryashahi/workflows-starter-template,https://github.com/suryashahi/workflows-starter-template,0,0,0,0,1,0,0,1126,0,0,TypeScript,0,0
bredward127/astro-blog-starter-template,https://github.com/bredward127/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
7836-7/astro-blog-starter-template,https://github.com/7836-7/astro-blog-starter-template,0,0,0,0,1,0,0,3162,0,0,Astro,0,0
